Punto de Ingreso	Número de Análisis	NUMERO_ANALISIS	Fecha de Análisis	Número de Boletín	Campo	Lote	Descripcion	Especie	Cosecha	Descripción	Contenido Proteico	Grado	Factor	Gastos de Análisis	Gluten	Punto de Ingreso	Número de Análisis	Rubro de Análisis	Porcentaje	Bonificación	Rebaja	Descripción
1	109340	0001 00109340	02/04/2016	1468	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		1	100			1	109340	58				Olores Comercialmente Objetables
1	109340	0001 00109340	02/04/2016	1468	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		1	100			1	109340	9				Coloración
1	109340	0001 00109340	02/04/2016	1468	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		1	100			1	109340	60				Otro Tipo
1	109340	0001 00109340	02/04/2016	1468	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		1	100			1	109340	23				Granos Amohosados
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	83				Otro Tipo 2
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	52				Materias Extranas
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	8				Chamico
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	29				Granos Danados
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	43	5			Granos Quebrados y/o Partidos
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	61	81			Peso Hectolítrico
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	40				Granos Picados
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	58				Olores Comercialmente Objetables
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	9				Coloración
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	60				Otro Tipo
1	109341	0001 00109341	02/04/2016	1456	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109341	23				Granos Amohosados
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	70				Revolcado en Tierra
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	50				Humedad
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	8				Chamico
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	29	3			Granos Danados
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	73				Tierra
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	11	0,4			Cuerpos Extranos
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	74				Total Danados
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	58				Olores Comercialmente Objetables
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	51				Material Bajo Zaranda
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	45	15			Quebrados y/o Pelados
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	23				Granos Amohosados
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	36				Granos Negros
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	46				Granos Quemados o de Avería
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	77				Granos Verdes
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	96				Rebajas
1	109342	0001 00109342	01/04/2016	1370	7022		EL SILENCIO	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109342	78				Total Cpos Extranos y Tierra
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	70				Revolcado en Tierra
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	50				Humedad
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	8				Chamico
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	29				Granos Danados
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	73				Tierra
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	11				Cuerpos Extranos
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	74				Total Danados
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	58				Olores Comercialmente Objetables
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	51				Material Bajo Zaranda
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	45				Quebrados y/o Pelados
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	23				Granos Amohosados
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	36				Granos Negros
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	46				Granos Quemados o de Avería
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	77	10,99		1,2	Granos Verdes
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	96				Rebajas
1	109344	0001 00109344	03/04/2016	14124	1250		EL MALLIN	SOJA	1516	SOJA COSECHA 15/16			98,8			1	109344	78				Total Cpos Extranos y Tierra
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	70				Revolcado en Tierra
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	50				Humedad
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	8				Chamico
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	29	3			Granos Danados
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	73				Tierra
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	11	0,4			Cuerpos Extranos
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	74				Total Danados
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	58				Olores Comercialmente Objetables
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	51				Material Bajo Zaranda
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	45	15			Quebrados y/o Pelados
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	23				Granos Amohosados
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	36				Granos Negros
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	46				Granos Quemados o de Avería
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	77				Granos Verdes
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	96				Rebajas
1	109345	0001 00109345	02/04/2016	1466	1220		DACHARRI	SOJA	1516	SOJA COSECHA 15/16			100			1	109345	78				Total Cpos Extranos y Tierra
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	52	0,35			Materias Extranas
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	70				Revolcado en Tierra
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	29	1,56			Granos Danados
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	61	76,35			Peso Hectolítrico
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	24				Granos Ardidos y Danados por Calor
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	74	1,66			Total Danados
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	42	0,66			Granos Quebrados y/o Chuzos
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	26				Granos con Carbón
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	40	0,14			Granos Picados
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	75				Trébol de Olor
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	65	12,9	3,8		Proteína
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	66				Punta Negra por Carbón
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	58				Olores Comercialmente Objetables
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	37				Granos Panza Blanca
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	67				Punta Sombreada por Tierra
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	4	0,03			Calcinados
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	3	0,07			Brotados
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	21				Gluten Humedo
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	60				Otro Tipo
1	109378	0001 00109378	14/04/2016	1592	809		LA COLONIA -( MICHELI) 	TRIG	1516	TRIGO COSECHA 15/16		2	103,8	152,5		1	109378	84				Aptitud Panadera
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	70				Revolcado en Tierra
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	50				Humedad
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	8				Chamico
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	29	2,5			Granos Danados
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	73				Tierra
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	11	1			Cuerpos Extranos
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	74				Total Danados
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	58				Olores Comercialmente Objetables
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	51				Material Bajo Zaranda
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	45				Quebrados y/o Pelados
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	23				Granos Amohosados
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	36				Granos Negros
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	46				Granos Quemados o de Avería
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	77	2			Granos Verdes
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	96				Rebajas
1	109396	0001 00109396	27/03/2016	1645	7082		LA DOLORES	SEPA	1516	SOJA COSECHA 15/16 E			100			1	109396	78				Total Cpos Extranos y Tierra
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	83				Otro Tipo 2
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	52				Materias Extranas
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	8				Chamico
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	29				Granos Danados
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	43	5			Granos Quebrados y/o Partidos
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	61	81			Peso Hectolítrico
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	40				Granos Picados
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	58				Olores Comercialmente Objetables
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	9				Coloración
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	60				Otro Tipo
1	109409	0001 00109409	13/04/2016	1818	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109409	23				Granos Amohosados
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	83				Otro Tipo 2
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	52				Materias Extranas
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	8				Chamico
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	29	5			Granos Danados
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	43				Granos Quebrados y/o Partidos
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	61	72			Peso Hectolítrico
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	40				Granos Picados
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	58				Olores Comercialmente Objetables
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	9				Coloración
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	60				Otro Tipo
1	109410	0001 00109410	14/04/2016	1828	545		DON ROBERTO - 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109410	23				Granos Amohosados
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	70				Revolcado en Tierra
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	50				Humedad
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	8				Chamico
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	29	3			Granos Danados
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	73				Tierra
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	11	0,9			Cuerpos Extranos
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	74				Total Danados
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	58				Olores Comercialmente Objetables
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	51				Material Bajo Zaranda
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	45				Quebrados y/o Pelados
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	23				Granos Amohosados
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	36				Granos Negros
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	46				Granos Quemados o de Avería
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	77	4,5			Granos Verdes
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	96				Rebajas
1	109411	0001 00109411	13/04/2016	1664	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			100			1	109411	78				Total Cpos Extranos y Tierra
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	70				Revolcado en Tierra
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	50				Humedad
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	8				Chamico
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	29	1,3			Granos Danados
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	73				Tierra
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	11	1,19		0,19	Cuerpos Extranos
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	74				Total Danados
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	58				Olores Comercialmente Objetables
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	51				Material Bajo Zaranda
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	45				Quebrados y/o Pelados
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	23				Granos Amohosados
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	36				Granos Negros
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	46				Granos Quemados o de Avería
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	77	3,67			Granos Verdes
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	96				Rebajas
1	109412	0001 00109412	13/04/2016	1688	1209		GIACOMELI	SOJA	1516	SOJA COSECHA 15/16			99,81			1	109412	78				Total Cpos Extranos y Tierra
1	109413	0001 00109413	12/04/2016	1796	5447		LA GUARIDA DEL ZORRO	GIRA	1516	GIRASOL COSECHA 15/16			115,4	350		1	109413	10	52,49	20,98		Contenido de Materia Grasa
1	109413	0001 00109413	12/04/2016	1796	5447		LA GUARIDA DEL ZORRO	GIRA	1516	GIRASOL COSECHA 15/16			115,4	350		1	109413	1	0,49			Acidez de la Materia Grasa
1	109413	0001 00109413	12/04/2016	1796	5447		LA GUARIDA DEL ZORRO	GIRA	1516	GIRASOL COSECHA 15/16			115,4	350		1	109413	52	4,72		5,58	Materias Extranas
1	109413	0001 00109413	12/04/2016	1796	5447		LA GUARIDA DEL ZORRO	GIRA	1516	GIRASOL COSECHA 15/16			115,4	350		1	109413	8				Chamico
1	109413	0001 00109413	12/04/2016	1796	5447		LA GUARIDA DEL ZORRO	GIRA	1516	GIRASOL COSECHA 15/16			115,4	350		1	109413	58				Olores Comercialmente Objetables
1	109413	0001 00109413	12/04/2016	1796	5447		LA GUARIDA DEL ZORRO	GIRA	1516	GIRASOL COSECHA 15/16			115,4	350		1	109413	80	0,09			Esclerotos
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	83				Otro Tipo 2
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	52				Materias Extranas
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	8				Chamico
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	29				Granos Danados
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	43	3			Granos Quebrados y/o Partidos
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	61	78,74			Peso Hectolítrico
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	40				Granos Picados
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	58				Olores Comercialmente Objetables
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	9				Coloración
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	60				Otro Tipo
1	109419	0001 00109419	02/04/2016	1452	548		SILOS-FONTANA Y ESPAÑOL 	MAIZ	1516	MAIZ COSECHA 15/16		2	100			1	109419	23				Granos Amohosados
1	109420	0001 00109420	31/03/2016	1720	651		LA ISABEL 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109420	83				Otro Tipo 2
1	109420	0001 00109420	31/03/2016	1720	651		LA ISABEL 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109420	52	0,4			Materias Extranas
1	109420	0001 00109420	31/03/2016	1720	651		LA ISABEL 	MAIZ	1516	MAIZ COSECHA 15/16		3	100			1	109420	8				Chamico
