ANA_PUNTO_INGRESO	ANA_NUMERO_ANALISIS	NUMERO_ANALISIS	ANA_FECHA_ANALISIS	ANA_NUMERO_BOLETIN	ANA_CAMPO	ANA_LOTE	CAM_DESCRIPCION	ANA_ESPECIE	ANA_COSECHA	ECO_DESCRIPCION	ANA_CONTENIDO_PROTEICO	ANA_GRADO	ANA_FACTOR	ANA_IMPORTE_GASTOS	ANA_GLUTEN	ATI_PUNTO_INGRESO	ATI_NUMERO_ANALISIS	ATI_PUNTO_INGRESO_TICKET	ATI_NUMERO_TICKET	ATI_CERTIFICADO	NUMERO_TICKET	TIP_FECHA	TIP_KILOS_NETOS
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16628	Sí	0021 0000016628	11/12/2015 12:00:00 AM	30480
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16630	Sí	0021 0000016630	11/12/2015 12:00:00 AM	29440
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16632	Sí	0021 0000016632	11/12/2015 12:00:00 AM	30160
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16634	Sí	0021 0000016634	11/12/2015 12:00:00 AM	31080
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16636	Sí	0021 0000016636	11/12/2015 12:00:00 AM	29020
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16638	Sí	0021 0000016638	11/12/2015 12:00:00 AM	30920
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16640	Sí	0021 0000016640	11/12/2015 12:00:00 AM	29060
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16642	Sí	0021 0000016642	11/12/2015 12:00:00 AM	29140
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16644	Sí	0021 0000016644	11/12/2015 12:00:00 AM	30400
1	105755	0001 00105755	12/12/2015	1646	1203		PARANA GUAZU	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105755	21	16646	Sí	0021 0000016646	12/12/2015 12:00:00 AM	29480
1	105756	0001 00105756	11/12/2015	1626	1074		ESTANCIA RIO PARANA	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105756	21	16624	Sí	0021 0000016624	11/12/2015 12:00:00 AM	29320
1	105756	0001 00105756	11/12/2015	1626	1074		ESTANCIA RIO PARANA	CEBA	1516	CEBADA FORRAJERA COSECHA 15/16		2	100,0000			1	105756	21	16626	Sí	0021 0000016626	11/12/2015 12:00:00 AM	28220
1	105945	0001 00105945	21/12/2015	1648	1279		LESZCZYNSKI	TRIG	1516	TRIGO COSECHA 15/16		2	94,6000	119,00		1	105945	21	16648	Sí	0021 0000016648	14/12/2015 12:00:00 AM	30580
1	106014	0001 00106014	28/12/2015	1831	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	11,0000	2	100,0000			1	106014	1	74826	Sí	0001 0000074826	12/12/2015 12:00:00 AM	26740
1	106014	0001 00106014	28/12/2015	1831	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	11,0000	2	100,0000			1	106014	1	74828	Sí	0001 0000074828	12/12/2015 12:00:00 AM	23749
1	106014	0001 00106014	28/12/2015	1831	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	11,0000	2	100,0000			1	106014	1	74831	Sí	0001 0000074831	12/12/2015 12:00:00 AM	24905
1	106015	0001 00106015	08/12/2015	1734	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16		3	91,4000			1	106015	1	74734	Sí	0001 0000074734	08/12/2015 12:00:00 AM	31206
1	106016	0001 00106016	08/12/2015	1729	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16		2	91,4000			1	106016	1	74729	Sí	0001 0000074729	08/12/2015 12:00:00 AM	31884
1	106074	0001 00106074	15/12/2015	7000	708		LOS BADENES (LA LUCIA DEL MONTE)	TRIG	1516	TRIGO COSECHA 15/16		1	97,1000			1	106074	1	74700	Sí	0001 0000074700	03/12/2015 12:00:00 AM	31126
1	106075	0001 00106075	18/12/2015	1728	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	92,2000			1	106075	1	74721	Sí	0001 0000074721	07/12/2015 12:00:00 AM	22281
1	106075	0001 00106075	18/12/2015	1728	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	92,2000			1	106075	1	74725	Sí	0001 0000074725	08/12/2015 12:00:00 AM	33140
1	106075	0001 00106075	18/12/2015	1728	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	92,2000			1	106075	1	74726	Sí	0001 0000074726	08/12/2015 12:00:00 AM	31485
1	106075	0001 00106075	18/12/2015	1728	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	92,2000			1	106075	1	74727	Sí	0001 0000074727	08/12/2015 12:00:00 AM	30149
1	106075	0001 00106075	18/12/2015	1728	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	92,2000			1	106075	1	74728	Sí	0001 0000074728	08/12/2015 12:00:00 AM	19461
1	106076	0001 00106076	18/12/2015	1724	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	92,2000			1	106076	1	74722	Sí	0001 0000074722	07/12/2015 12:00:00 AM	22540
1	106076	0001 00106076	18/12/2015	1724	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	92,2000			1	106076	1	74723	Sí	0001 0000074723	07/12/2015 12:00:00 AM	22163
1	106076	0001 00106076	18/12/2015	1724	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	92,2000			1	106076	1	74724	Sí	0001 0000074724	07/12/2015 12:00:00 AM	30629
1	106077	0001 00106077	18/12/2015	1719	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	91,6500	156,00		1	106077	1	74711	Sí	0001 0000074711	06/12/2015 12:00:00 AM	31047
1	106077	0001 00106077	18/12/2015	1719	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	91,6500	156,00		1	106077	1	74719	Sí	0001 0000074719	07/12/2015 12:00:00 AM	35453
1	106078	0001 00106078	18/12/2015	1720	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		3	89,3000	832,00		1	106078	1	74720	Sí	0001 0000074720	07/12/2015 12:00:00 AM	25882
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74706	Sí	0001 0000074706	06/12/2015 12:00:00 AM	31106
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74707	Sí	0001 0000074707	06/12/2015 12:00:00 AM	28734
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74708	Sí	0001 0000074708	06/12/2015 12:00:00 AM	31565
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74709	Sí	0001 0000074709	06/12/2015 12:00:00 AM	31784
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74710	Sí	0001 0000074710	06/12/2015 12:00:00 AM	25683
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74712	Sí	0001 0000074712	07/12/2015 12:00:00 AM	30070
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74713	Sí	0001 0000074713	07/12/2015 12:00:00 AM	31744
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74714	Sí	0001 0000074714	07/12/2015 12:00:00 AM	28494
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74715	Sí	0001 0000074715	07/12/2015 12:00:00 AM	28474
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74716	Sí	0001 0000074716	07/12/2015 12:00:00 AM	28694
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74717	Sí	0001 0000074717	07/12/2015 12:00:00 AM	28375
1	106089	0001 00106089	18/12/2015	1718	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16	8,3000	3	78,9800			1	106089	1	74718	Sí	0001 0000074718	07/12/2015 12:00:00 AM	30209
1	106099	0001 00106099	29/12/2015	1731	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106099	21	16725	Sí	0021 0000016725	27/12/2015 12:00:00 AM	29350
1	106099	0001 00106099	29/12/2015	1731	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106099	21	16727	Sí	0021 0000016727	27/12/2015 12:00:00 AM	31180
1	106099	0001 00106099	29/12/2015	1731	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106099	21	16729	Sí	0021 0000016729	27/12/2015 12:00:00 AM	30260
1	106099	0001 00106099	29/12/2015	1731	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106099	21	16731	Sí	0021 0000016731	27/12/2015 12:00:00 AM	30670
1	106100	0001 00106100	29/12/2015	1739	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106100	21	16733	Sí	0021 0000016733	27/12/2015 12:00:00 AM	29650
1	106100	0001 00106100	29/12/2015	1739	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106100	21	16735	Sí	0021 0000016735	27/12/2015 12:00:00 AM	29640
1	106100	0001 00106100	29/12/2015	1739	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106100	21	16737	Sí	0021 0000016737	28/12/2015 12:00:00 AM	31270
1	106100	0001 00106100	29/12/2015	1739	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106100	21	16739	Sí	0021 0000016739	28/12/2015 12:00:00 AM	29000
1	106101	0001 00106101	29/12/2015	1749	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106101	21	16741	Sí	0021 0000016741	28/12/2015 12:00:00 AM	30700
1	106101	0001 00106101	29/12/2015	1749	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106101	21	16743	Sí	0021 0000016743	28/12/2015 12:00:00 AM	30740
1	106101	0001 00106101	29/12/2015	1749	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106101	21	16745	Sí	0021 0000016745	28/12/2015 12:00:00 AM	31820
1	106101	0001 00106101	29/12/2015	1749	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106101	21	16747	Sí	0021 0000016747	27/12/2015 12:00:00 AM	29930
1	106101	0001 00106101	29/12/2015	1749	5123		SAN AURELIANO	TRIG	1516	TRIGO COSECHA 15/16	9,5000	2	96,5000			1	106101	21	16749	Sí	0021 0000016749	27/12/2015 12:00:00 AM	30510
1	106106	0001 00106106	20/12/2015	1654	5605		PLANTA TUCCI	CECE	1516	CEBADA CERVECERA COSECHA 15/16		2	102,3300	150,00		1	106106	21	16652	Sí	0021 0000016652	10/12/2015 12:00:00 AM	30380
1	106106	0001 00106106	20/12/2015	1654	5605		PLANTA TUCCI	CECE	1516	CEBADA CERVECERA COSECHA 15/16		2	102,3300	150,00		1	106106	21	16654	Sí	0021 0000016654	10/12/2015 12:00:00 AM	29820
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74783	Sí	0001 0000074783	11/12/2015 12:00:00 AM	28674
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74784	Sí	0001 0000074784	11/12/2015 12:00:00 AM	27776
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74791	Sí	0001 0000074791	11/12/2015 12:00:00 AM	28933
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74793	Sí	0001 0000074793	11/12/2015 12:00:00 AM	29770
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74795	Sí	0001 0000074795	11/12/2015 12:00:00 AM	28873
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74800	Sí	0001 0000074800	11/12/2015 12:00:00 AM	30249
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74865	Sí	0001 0000074865	14/12/2015 12:00:00 AM	28095
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74872	Sí	0001 0000074872	14/12/2015 12:00:00 AM	28640
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74891	Sí	0001 0000074891	15/12/2015 12:00:00 AM	28355
1	106258	0001 00106258	20/12/2015	1895	6		ALBA	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	67,0000			1	106258	1	74895	Sí	0001 0000074895	15/12/2015 12:00:00 AM	28275
1	106259	0001 00106259	23/12/2015	1741	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	99,5300			1	106259	1	74739	Sí	0001 0000074739	09/12/2015 12:00:00 AM	29790
1	106259	0001 00106259	23/12/2015	1741	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	99,5300			1	106259	1	74740	Sí	0001 0000074740	09/12/2015 12:00:00 AM	30588
1	106259	0001 00106259	23/12/2015	1741	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	99,5300			1	106259	1	74741	Sí	0001 0000074741	09/12/2015 12:00:00 AM	30229
1	106260	0001 00106260	19/12/2015	1738	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,8000			1	106260	1	74730	Sí	0001 0000074730	08/12/2015 12:00:00 AM	30050
1	106260	0001 00106260	19/12/2015	1738	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,8000			1	106260	1	74731	Sí	0001 0000074731	08/12/2015 12:00:00 AM	31545
1	106260	0001 00106260	19/12/2015	1738	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,8000			1	106260	1	74732	Sí	0001 0000074732	08/12/2015 12:00:00 AM	31764
1	106260	0001 00106260	19/12/2015	1738	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,8000			1	106260	1	74738	Sí	0001 0000074738	09/12/2015 12:00:00 AM	31386
1	106261	0001 00106261	21/12/2015	1797	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,0000	208,00		1	106261	1	74733	Sí	0001 0000074733	08/12/2015 12:00:00 AM	30010
1	106261	0001 00106261	21/12/2015	1797	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,0000	208,00		1	106261	1	74762	Sí	0001 0000074762	10/12/2015 12:00:00 AM	31186
1	106261	0001 00106261	21/12/2015	1797	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,0000	208,00		1	106261	1	74770	Sí	0001 0000074770	11/12/2015 12:00:00 AM	29970
1	106261	0001 00106261	21/12/2015	1797	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16		3	100,0000	208,00		1	106261	1	74797	Sí	0001 0000074797	11/12/2015 12:00:00 AM	30548
1	106262	0001 00106262	28/12/2015	1959	180		LA ESTRELLA	TRIG	1516	TRIGO COSECHA 15/16	11,4000	3	98,2600			1	106262	1	74959	Sí	0001 0000074959	18/12/2015 12:00:00 AM	32243
1	106263	0001 00106263	22/12/2015	3165	186		LA FLORIDA	TRIG	1516	TRIGO COSECHA 15/16	11,0000	3	59,0000			1	106263	1	74837	Sí	0001 0000074837	12/12/2015 12:00:00 AM	28853
1	106264	0001 00106264	26/12/2015	1845	186		LA FLORIDA	TRIG	1516	TRIGO COSECHA 15/16		3	95,9000			1	106264	1	74807	Sí	0001 0000074807	11/12/2015 12:00:00 AM	35413
1	106264	0001 00106264	26/12/2015	1845	186		LA FLORIDA	TRIG	1516	TRIGO COSECHA 15/16		3	95,9000			1	106264	1	74840	Sí	0001 0000074840	12/12/2015 12:00:00 AM	33000
1	106264	0001 00106264	26/12/2015	1845	186		LA FLORIDA	TRIG	1516	TRIGO COSECHA 15/16		3	95,9000			1	106264	1	74845	Sí	0001 0000074845	14/12/2015 12:00:00 AM	7019
1	106265	0001 00106265	21/12/2015	1757	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16	8,9000	3	60,8700			1	106265	1	74735	Sí	0001 0000074735	08/12/2015 12:00:00 AM	28833
1	106265	0001 00106265	21/12/2015	1757	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16	8,9000	3	60,8700			1	106265	1	74752	Sí	0001 0000074752	10/12/2015 12:00:00 AM	31625
1	106265	0001 00106265	21/12/2015	1757	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16	8,9000	3	60,8700			1	106265	1	74754	Sí	0001 0000074754	10/12/2015 12:00:00 AM	34516
1	106265	0001 00106265	21/12/2015	1757	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16	8,9000	3	60,8700			1	106265	1	74757	Sí	0001 0000074757	10/12/2015 12:00:00 AM	26720
1	106266	0001 00106266	21/12/2015	1772	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16		3	98,8100			1	106266	1	74755	Sí	0001 0000074755	10/12/2015 12:00:00 AM	32363
1	106266	0001 00106266	21/12/2015	1772	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16		3	98,8100			1	106266	1	74760	Sí	0001 0000074760	10/12/2015 12:00:00 AM	32044
1	106266	0001 00106266	21/12/2015	1772	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16		3	98,8100			1	106266	1	74761	Sí	0001 0000074761	10/12/2015 12:00:00 AM	32722
1	106266	0001 00106266	21/12/2015	1772	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16		3	98,8100			1	106266	1	74766	Sí	0001 0000074766	11/12/2015 12:00:00 AM	37527
1	106266	0001 00106266	21/12/2015	1772	206		LA NEGRITA	TRIG	1516	TRIGO COSECHA 15/16		3	98,8100			1	106266	1	74772	Sí	0001 0000074772	11/12/2015 12:00:00 AM	36052
1	106269	0001 00106269	22/12/2015	1764	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	88,5900			1	106269	1	74736	Sí	0001 0000074736	09/12/2015 12:00:00 AM	30608
1	106269	0001 00106269	22/12/2015	1764	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	88,5900			1	106269	1	74737	Sí	0001 0000074737	09/12/2015 12:00:00 AM	31764
1	106269	0001 00106269	22/12/2015	1764	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	88,5900			1	106269	1	74764	Sí	0001 0000074764	11/12/2015 12:00:00 AM	30408
1	106270	0001 00106270	26/12/2015	1646	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	63,4100			1	106270	1	74799	Sí	0001 0000074799	11/12/2015 12:00:00 AM	30189
1	106270	0001 00106270	26/12/2015	1646	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	63,4100			1	106270	1	74877	Sí	0001 0000074877	14/12/2015 12:00:00 AM	27717
1	106270	0001 00106270	26/12/2015	1646	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	63,4100			1	106270	1	74879	Sí	0001 0000074879	14/12/2015 12:00:00 AM	22752
1	106270	0001 00106270	26/12/2015	1646	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	63,4100			1	106270	1	74884	Sí	0001 0000074884	14/12/2015 12:00:00 AM	837
1	106271	0001 00106271	24/12/2015	3169	540		TUINAS	TRIG	1516	TRIGO COSECHA 15/16	8,2000	3	75,2000			1	106271	1	74789	Sí	0001 0000074789	11/12/2015 12:00:00 AM	27597
1	106272	0001 00106272	24/12/2015	1859	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	95,3000			1	106272	1	74846	Sí	0001 0000074846	14/12/2015 12:00:00 AM	31705
1	106272	0001 00106272	24/12/2015	1859	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	95,3000			1	106272	1	74847	Sí	0001 0000074847	14/12/2015 12:00:00 AM	34496
1	106272	0001 00106272	24/12/2015	1859	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	95,3000			1	106272	1	74849	Sí	0001 0000074849	14/12/2015 12:00:00 AM	33858
1	106272	0001 00106272	24/12/2015	1859	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	95,3000			1	106272	1	74852	Sí	0001 0000074852	14/12/2015 12:00:00 AM	30109
1	106272	0001 00106272	24/12/2015	1859	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	95,3000			1	106272	1	74854	Sí	0001 0000074854	14/12/2015 12:00:00 AM	31465
1	106272	0001 00106272	24/12/2015	1859	523		LOS ALMENDROS	TRIG	1516	TRIGO COSECHA 15/16		2	95,3000			1	106272	1	74859	Sí	0001 0000074859	14/12/2015 12:00:00 AM	28714
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74857	Sí	0001 0000074857	14/12/2015 12:00:00 AM	32083
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74860	Sí	0001 0000074860	14/12/2015 12:00:00 AM	34676
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74861	Sí	0001 0000074861	14/12/2015 12:00:00 AM	37009
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74902	Sí	0001 0000074902	16/12/2015 12:00:00 AM	33511
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74905	Sí	0001 0000074905	16/12/2015 12:00:00 AM	35872
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74907	Sí	0001 0000074907	16/12/2015 12:00:00 AM	32821
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74916	Sí	0001 0000074916	16/12/2015 12:00:00 AM	32502
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74917	Sí	0001 0000074917	16/12/2015 12:00:00 AM	33180
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74919	Sí	0001 0000074919	16/12/2015 12:00:00 AM	36251
1	106275	0001 00106275	02/01/2016	1921	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		2	96,8000			1	106275	1	74921	Sí	0001 0000074921	16/12/2015 12:00:00 AM	33938
1	106276	0001 00106276	02/01/2016	1903	42		LOS ALMENDROS - GARCIA FACUNDO	TRIG	1516	TRIGO COSECHA 15/16		3	95,3000	52,00		1	106276	1	74903	Sí	0001 0000074903	16/12/2015 12:00:00 AM	32462
1	106280	0001 00106280	02/01/2016	1923	1280		SILBERBERG IGNACIO	TRIG	1516	TRIGO COSECHA 15/16		3	95,3000			1	106280	1	74923	Sí	0001 0000074923	16/12/2015 12:00:00 AM	29990
1	106281	0001 00106281	02/01/2016	1922	1280		SILBERBERG IGNACIO	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	85,8000			1	106281	1	74911	Sí	0001 0000074911	16/12/2015 12:00:00 AM	24825
1	106281	0001 00106281	02/01/2016	1922	1280		SILBERBERG IGNACIO	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	85,8000			1	106281	1	74913	Sí	0001 0000074913	16/12/2015 12:00:00 AM	26062
1	106281	0001 00106281	02/01/2016	1922	1280		SILBERBERG IGNACIO	TRIG	1516	TRIGO COSECHA 15/16	9,1000	3	85,8000			1	106281	1	74922	Sí	0001 0000074922	16/12/2015 12:00:00 AM	28833
1	106286	0001 00106286	04/01/2016	1711	31002		GORDYCZYK AVIA TERAI	GIRA	1516	GIRASOL COSECHA 15/16			95,5100	1071,00		1	106286	22	9562	Sí	0022 0000009562	20/12/2015 12:00:00 AM	28620
1	106286	0001 00106286	04/01/2016	1711	31002		GORDYCZYK AVIA TERAI	GIRA	1516	GIRASOL COSECHA 15/16			95,5100	1071,00		1	106286	22	9564	Sí	0022 0000009564	20/12/2015 12:00:00 AM	29920
1	106286	0001 00106286	04/01/2016	1711	31002		GORDYCZYK AVIA TERAI	GIRA	1516	GIRASOL COSECHA 15/16			95,5100	1071,00		1	106286	22	9608	Sí	0022 0000009608	21/12/2015 12:00:00 AM	29420
